Baggage Fee,Free Baggage,Airlines,Flight Numbers,Departures,Departure Date and Times,Arrivals,Arrival Date and Times,Durations,Layover Count,Layover Airports,Layover Info,Total Duration,Flight Price,Departure Times,Arrival Times,Carbon Emissions (g),Typical Emissions (g),Emission Difference (%),Booking Token
0,2,"ANA, Air Canada, Air Canada","NH 920, AC 6, AC 8946","PVG, NRT, YUL","2026-03-02 13:30, 2026-03-02 18:45, 2026-03-02 18:15","NRT, YUL, EWR","2026-03-02 17:20, 2026-03-02 17:05, 2026-03-02 19:58","170, 740, 103",2,Narita International Airport; Montréal-Pierre Elliott Trudeau International Airport,"NRT, 85; YUL, 70",1168,833,"810, 1125, 1095","1040, 1025, 1198",844000,871000,-3,WyJDalJJYVZoVlh6RnRkR2RxVWxWQlFuWlJkMmRDUnkwdExTMHRMUzB0TFhCcVluRmpOa0ZCUVVGQlIyYzBTSEozUmpWWFdrRkJFaEJPU0RreU1IeEJRelo4UVVNNE9UUTJHZ3NJNG9vRkVBSWFBMVZUUkRnY2NPS0tCUT09IixbWyJQVkciLCIyMDI2LTAzLTAyIiwiTlJUIixudWxsLCJOSCIsIjkyMCJdLFsiTlJUIiwiMjAyNi0wMy0wMiIsIllVTCIsbnVsbCwiQUMiLCI2Il0sWyJZVUwiLCIyMDI2LTAzLTAyIiwiRVdSIixudWxsLCJBQyIsIjg5NDYiXV1d
0,2,"ANA, American, American, American","NH 970, AA 26, AA 2743, AA 2669","SHA, HND, LAX, PHX","2026-03-02 13:40, 2026-03-02 20:25, 2026-03-02 16:30, 2026-03-02 22:45","HND, LAX, PHX, EWR","2026-03-02 17:25, 2026-03-02 13:20, 2026-03-02 18:58, 2026-03-03 05:07","165, 595, 88, 262",3,Haneda Airport; Los Angeles International Airport; Phoenix Sky Harbor International Airport,"HND, 180; LAX, 190; PHX, 227",1707,8107,"820, 1225, 990, 1365","1045, 800, 1138, 307",994000,871000,14,WyJDalJJYVZoVlh6RnRkR2RxVWxWQlFuWlJkMmRDUnkwdExTMHRMUzB0TFhCcVluRmpOa0ZCUVVGQlIyYzBTSEozUmpWWFdrRkJFaGhPU0RrM01IeEJRVEkyZkVGQk1qYzBNM3hCUVRJMk5qa2FDd2oydkRFUUFob0RWVk5FT0J4dzlyd3giLFtbIlNIQSIsIjIwMjYtMDMtMDIiLCJITkQiLG51bGwsIk5IIiwiOTcwIl0sWyJITkQiLCIyMDI2LTAzLTAyIiwiTEFYIixudWxsLCJBQSIsIjI2Il0sWyJMQVgiLCIyMDI2LTAzLTAyIiwiUEhYIixudWxsLCJBQSIsIjI3NDMiXSxbIlBIWCIsIjIwMjYtMDMtMDIiLCJFV1IiLG51bGwsIkFBIiwiMjY2OSJdXV0=
0,2,"ANA, American, American, American","NH 970, AA 26, AA 2908, AA 2669","SHA, HND, LAX, PHX","2026-03-02 13:40, 2026-03-02 20:25, 2026-03-02 19:31, 2026-03-02 22:45","HND, LAX, PHX, EWR","2026-03-02 17:25, 2026-03-02 13:20, 2026-03-02 21:59, 2026-03-03 05:07","165, 595, 88, 262",3,Haneda Airport; Los Angeles International Airport; Phoenix Sky Harbor International Airport,"HND, 180; LAX, 371; PHX, 46",1707,8107,"820, 1225, 1171, 1365","1045, 800, 1319, 307",975000,871000,12,WyJDalJJYVZoVlh6RnRkR2RxVWxWQlFuWlJkMmRDUnkwdExTMHRMUzB0TFhCcVluRmpOa0ZCUVVGQlIyYzBTSEozUmpWWFdrRkJFaGhPU0RrM01IeEJRVEkyZkVGQk1qa3dPSHhCUVRJMk5qa2FDd2oydkRFUUFob0RWVk5FT0J4dzlyd3giLFtbIlNIQSIsIjIwMjYtMDMtMDIiLCJITkQiLG51bGwsIk5IIiwiOTcwIl0sWyJITkQiLCIyMDI2LTAzLTAyIiwiTEFYIixudWxsLCJBQSIsIjI2Il0sWyJMQVgiLCIyMDI2LTAzLTAyIiwiUEhYIixudWxsLCJBQSIsIjI5MDgiXSxbIlBIWCIsIjIwMjYtMDMtMDIiLCJFV1IiLG51bGwsIkFBIiwiMjY2OSJdXV0=
0,2,"ANA, American, United","NH 970, AA 26, UA 2397","SHA, HND, LAX","2026-03-02 13:40, 2026-03-02 20:25, 2026-03-02 21:15","HND, LAX, EWR","2026-03-02 17:25, 2026-03-02 13:20, 2026-03-03 05:23","165, 595, 308",2,Haneda Airport; Los Angeles International Airport,"HND, 180; LAX, 475",1723,8584,"820, 1225, 1275","1045, 800, 323",1117000,871000,28,WyJDalJJYVZoVlh6RnRkR2RxVWxWQlFuWlJkMmRDUnkwdExTMHRMUzB0TFhCcVluRmpOa0ZCUVVGQlIyYzBTSEozUmpWWFdrRkJFaEZPU0RrM01IeEJRVEkyZkZWQk1qTTVOeG9MQ1B1eE5CQUNHZ05WVTBRNEhIRDdzVFE9IixbWyJTSEEiLCIyMDI2LTAzLTAyIiwiSE5EIixudWxsLCJOSCIsIjk3MCJdLFsiSE5EIiwiMjAyNi0wMy0wMiIsIkxBWCIsbnVsbCwiQUEiLCIyNiJdLFsiTEFYIiwiMjAyNi0wMy0wMiIsIkVXUiIsbnVsbCwiVUEiLCIyMzk3Il1dXQ==
0,2,"ANA, American, United","NH 970, AA 26, UA 2303","SHA, HND, LAX","2026-03-02 13:40, 2026-03-02 20:25, 2026-03-02 23:15","HND, LAX, EWR","2026-03-02 17:25, 2026-03-02 13:20, 2026-03-03 07:12","165, 595, 297",2,Haneda Airport; Los Angeles International Airport,"HND, 180; LAX, 595",1832,8584,"820, 1225, 1395","1045, 800, 432",977000,871000,12,WyJDalJJYVZoVlh6RnRkR2RxVWxWQlFuWlJkMmRDUnkwdExTMHRMUzB0TFhCcVluRmpOa0ZCUVVGQlIyYzBTSEozUmpWWFdrRkJFaEZPU0RrM01IeEJRVEkyZkZWQk1qTXdNeG9MQ1B1eE5CQUNHZ05WVTBRNEhIRDdzVFE9IixbWyJTSEEiLCIyMDI2LTAzLTAyIiwiSE5EIixudWxsLCJOSCIsIjk3MCJdLFsiSE5EIiwiMjAyNi0wMy0wMiIsIkxBWCIsbnVsbCwiQUEiLCIyNiJdLFsiTEFYIiwiMjAyNi0wMy0wMiIsIkVXUiIsbnVsbCwiVUEiLCIyMzAzIl1dXQ==
0,2,"ANA, ANA, United","NH 970, NH 112, UA 2191","SHA, HND, ORD","2026-03-02 13:40, 2026-03-03 10:25, 2026-03-03 09:00","HND, ORD, EWR","2026-03-02 17:25, 2026-03-03 07:20, 2026-03-03 12:15","165, 715, 135",2,Haneda Airport; Chicago O'Hare International Airport,"HND, 1020; ORD, 100",2135,908,"820, 625, 540","1045, 440, 735",860000,871000,-1,WyJDalJJYVZoVlh6RnRkR2RxVWxWQlFuWlJkMmRDUnkwdExTMHRMUzB0TFhCcVluRmpOa0ZCUVVGQlIyYzBTSEozUmpWWFdrRkJFaEpPU0RrM01IeE9TREV4TW54VlFUSXhPVEVhQ3dpcHhRVVFBaG9EVlZORU9CeHdxY1VGIixbWyJTSEEiLCIyMDI2LTAzLTAyIiwiSE5EIixudWxsLCJOSCIsIjk3MCJdLFsiSE5EIiwiMjAyNi0wMy0wMyIsIk9SRCIsbnVsbCwiTkgiLCIxMTIiXSxbIk9SRCIsIjIwMjYtMDMtMDMiLCJFV1IiLG51bGwsIlVBIiwiMjE5MSJdXV0=
0,2,"ANA, ANA, United","NH 970, NH 106, UA 2397","SHA, HND, LAX","2026-03-02 13:40, 2026-03-03 00:50, 2026-03-02 21:15","HND, LAX, EWR","2026-03-02 17:25, 2026-03-02 17:50, 2026-03-03 05:23","165, 600, 308",2,Haneda Airport; Los Angeles International Airport,"HND, 445; LAX, 205",1723,943,"820, 50, 1275","1045, 1070, 323",1041000,871000,20,WyJDalJJYVZoVlh6RnRkR2RxVWxWQlFuWlJkMmRDUnkwdExTMHRMUzB0TFhCcVluRmpOa0ZCUVVGQlIyYzBTSEozUmpWWFdrRkJFaEpPU0RrM01IeE9TREV3Tm54VlFUSXpPVGNhQ3dpNDRBVVFBaG9EVlZORU9CeHd1T0FGIixbWyJTSEEiLCIyMDI2LTAzLTAyIiwiSE5EIixudWxsLCJOSCIsIjk3MCJdLFsiSE5EIiwiMjAyNi0wMy0wMyIsIkxBWCIsbnVsbCwiTkgiLCIxMDYiXSxbIkxBWCIsIjIwMjYtMDMtMDIiLCJFV1IiLG51bGwsIlVBIiwiMjM5NyJdXV0=
0,2,"ANA, ANA, United","NH 970, NH 108, UA 698","SHA, HND, SFO","2026-03-02 13:40, 2026-03-02 22:55, 2026-03-02 21:40","HND, SFO, EWR","2026-03-02 17:25, 2026-03-02 15:20, 2026-03-03 05:44","165, 565, 304",2,Haneda Airport; San Francisco International Airport,"HND, 330; SFO, 380",1744,943,"820, 1375, 1300","1045, 920, 344",856000,871000,-2,WyJDalJJYVZoVlh6RnRkR2RxVWxWQlFuWlJkMmRDUnkwdExTMHRMUzB0TFhCcVluRmpOa0ZCUVVGQlIyYzBTSEozUmpWWFdrRkJFaEZPU0RrM01IeE9TREV3T0h4VlFUWTVPQm9MQ0xqZ0JSQUNHZ05WVTBRNEhIQzQ0QVU9IixbWyJTSEEiLCIyMDI2LTAzLTAyIiwiSE5EIixudWxsLCJOSCIsIjk3MCJdLFsiSE5EIiwiMjAyNi0wMy0wMiIsIlNGTyIsbnVsbCwiTkgiLCIxMDgiXSxbIlNGTyIsIjIwMjYtMDMtMDIiLCJFV1IiLG51bGwsIlVBIiwiNjk4Il1dXQ==
0,2,"ANA, ANA, United","NH 970, NH 118, UA 341","SHA, HND, SEA","2026-03-02 13:40, 2026-03-02 21:15, 2026-03-02 22:26","HND, SEA, EWR","2026-03-02 17:25, 2026-03-02 13:20, 2026-03-03 06:31","165, 545, 305",2,Haneda Airport; Seattle–Tacoma International Airport,"HND, 230; SEA, 546",1791,943,"820, 1275, 1346","1045, 800, 391",918000,871000,5,WyJDalJJYVZoVlh6RnRkR2RxVWxWQlFuWlJkMmRDUnkwdExTMHRMUzB0TFhCcVluRmpOa0ZCUVVGQlIyYzBTSEozUmpWWFdrRkJFaEZPU0RrM01IeE9TREV4T0h4VlFUTTBNUm9MQ0xqZ0JSQUNHZ05WVTBRNEhIQzQ0QVU9IixbWyJTSEEiLCIyMDI2LTAzLTAyIiwiSE5EIixudWxsLCJOSCIsIjk3MCJdLFsiSE5EIiwiMjAyNi0wMy0wMiIsIlNFQSIsbnVsbCwiTkgiLCIxMTgiXSxbIlNFQSIsIjIwMjYtMDMtMDIiLCJFV1IiLG51bGwsIlVBIiwiMzQxIl1dXQ==
0,2,"ANA, ANA, United","NH 970, NH 108, UA 285","SHA, HND, SFO","2026-03-02 13:40, 2026-03-02 22:55, 2026-03-02 22:45","HND, SFO, EWR","2026-03-02 17:25, 2026-03-02 15:20, 2026-03-03 07:08","165, 565, 323",2,Haneda Airport; San Francisco International Airport,"HND, 330; SFO, 445",1828,943,"820, 1375, 1365","1045, 920, 428",1098000,871000,26,WyJDalJJYVZoVlh6RnRkR2RxVWxWQlFuWlJkMmRDUnkwdExTMHRMUzB0TFhCcVluRmpOa0ZCUVVGQlIyYzBTSEozUmpWWFdrRkJFaEZPU0RrM01IeE9TREV3T0h4VlFUSTROUm9MQ0xqZ0JSQUNHZ05WVTBRNEhIQzQ0QVU9IixbWyJTSEEiLCIyMDI2LTAzLTAyIiwiSE5EIixudWxsLCJOSCIsIjk3MCJdLFsiSE5EIiwiMjAyNi0wMy0wMiIsIlNGTyIsbnVsbCwiTkgiLCIxMDgiXSxbIlNGTyIsIjIwMjYtMDMtMDIiLCJFV1IiLG51bGwsIlVBIiwiMjg1Il1dXQ==
0,2,"ANA, ANA, United","NH 970, NH 106, UA 2303","SHA, HND, LAX","2026-03-02 13:40, 2026-03-03 00:50, 2026-03-02 23:15","HND, LAX, EWR","2026-03-02 17:25, 2026-03-02 17:50, 2026-03-03 07:12","165, 600, 297",2,Haneda Airport; Los Angeles International Airport,"HND, 445; LAX, 325",1832,943,"820, 50, 1395","1045, 1070, 432",901000,871000,3,WyJDalJJYVZoVlh6RnRkR2RxVWxWQlFuWlJkMmRDUnkwdExTMHRMUzB0TFhCcVluRmpOa0ZCUVVGQlIyYzBTSEozUmpWWFdrRkJFaEpPU0RrM01IeE9TREV3Tm54VlFUSXpNRE1hQ3dpNDRBVVFBaG9EVlZORU9CeHd1T0FGIixbWyJTSEEiLCIyMDI2LTAzLTAyIiwiSE5EIixudWxsLCJOSCIsIjk3MCJdLFsiSE5EIiwiMjAyNi0wMy0wMyIsIkxBWCIsbnVsbCwiTkgiLCIxMDYiXSxbIkxBWCIsIjIwMjYtMDMtMDIiLCJFV1IiLG51bGwsIlVBIiwiMjMwMyJdXV0=
0,2,"ANA, ANA, United","NH 970, NH 108, UA 2416","SHA, HND, SFO","2026-03-02 13:40, 2026-03-02 22:55, 2026-03-02 23:45","HND, SFO, EWR","2026-03-02 17:25, 2026-03-02 15:20, 2026-03-03 07:54","165, 565, 309",2,Haneda Airport; San Francisco International Airport,"HND, 330; SFO, 505",1874,943,"820, 1375, 1425","1045, 920, 474",942000,871000,8,WyJDalJJYVZoVlh6RnRkR2RxVWxWQlFuWlJkMmRDUnkwdExTMHRMUzB0TFhCcVluRmpOa0ZCUVVGQlIyYzBTSEozUmpWWFdrRkJFaEpPU0RrM01IeE9TREV3T0h4VlFUSTBNVFlhQ3dpNDRBVVFBaG9EVlZORU9CeHd1T0FGIixbWyJTSEEiLCIyMDI2LTAzLTAyIiwiSE5EIixudWxsLCJOSCIsIjk3MCJdLFsiSE5EIiwiMjAyNi0wMy0wMiIsIlNGTyIsbnVsbCwiTkgiLCIxMDgiXSxbIlNGTyIsIjIwMjYtMDMtMDIiLCJFV1IiLG51bGwsIlVBIiwiMjQxNiJdXV0=
0,2,"ANA, ANA, United","NH 970, NH 126, UA 1700","SHA, HND, LAX","2026-03-02 13:40, 2026-03-02 21:05, 2026-03-02 16:15","HND, LAX, EWR","2026-03-02 17:25, 2026-03-02 14:05, 2026-03-03 00:23","165, 600, 308",2,Haneda Airport; Los Angeles International Airport,"HND, 220; LAX, 130",1423,979,"820, 1265, 975","1045, 845, 23",961000,871000,10,WyJDalJJYVZoVlh6RnRkR2RxVWxWQlFuWlJkMmRDUnkwdExTMHRMUzB0TFhCcVluRmpOa0ZCUVVGQlIyYzBTSEozUmpWWFdrRkJFaEpPU0RrM01IeE9TREV5Tm54VlFURTNNREFhQ3dqUi9BVVFBaG9EVlZORU9CeHcwZndGIixbWyJTSEEiLCIyMDI2LTAzLTAyIiwiSE5EIixudWxsLCJOSCIsIjk3MCJdLFsiSE5EIiwiMjAyNi0wMy0wMiIsIkxBWCIsbnVsbCwiTkgiLCIxMjYiXSxbIkxBWCIsIjIwMjYtMDMtMDIiLCJFV1IiLG51bGwsIlVBIiwiMTcwMCJdXV0=
0,2,"ANA, ANA, United","NH 970, NH 126, UA 2397","SHA, HND, LAX","2026-03-02 13:40, 2026-03-02 21:05, 2026-03-02 21:15","HND, LAX, EWR","2026-03-02 17:25, 2026-03-02 14:05, 2026-03-03 05:23","165, 600, 308",2,Haneda Airport; Los Angeles International Airport,"HND, 220; LAX, 430",1723,979,"820, 1265, 1275","1045, 845, 323",961000,871000,10,WyJDalJJYVZoVlh6RnRkR2RxVWxWQlFuWlJkMmRDUnkwdExTMHRMUzB0TFhCcVluRmpOa0ZCUVVGQlIyYzBTSEozUmpWWFdrRkJFaEpPU0RrM01IeE9TREV5Tm54VlFUSXpPVGNhQ3dqUi9BVVFBaG9EVlZORU9CeHcwZndGIixbWyJTSEEiLCIyMDI2LTAzLTAyIiwiSE5EIixudWxsLCJOSCIsIjk3MCJdLFsiSE5EIiwiMjAyNi0wMy0wMiIsIkxBWCIsbnVsbCwiTkgiLCIxMjYiXSxbIkxBWCIsIjIwMjYtMDMtMDIiLCJFV1IiLG51bGwsIlVBIiwiMjM5NyJdXV0=
0,2,"ANA, ANA, United","NH 970, NH 126, UA 2303","SHA, HND, LAX","2026-03-02 13:40, 2026-03-02 21:05, 2026-03-02 23:15","HND, LAX, EWR","2026-03-02 17:25, 2026-03-02 14:05, 2026-03-03 07:12","165, 600, 297",2,Haneda Airport; Los Angeles International Airport,"HND, 220; LAX, 550",1832,979,"820, 1265, 1395","1045, 845, 432",820000,871000,-6,WyJDalJJYVZoVlh6RnRkR2RxVWxWQlFuWlJkMmRDUnkwdExTMHRMUzB0TFhCcVluRmpOa0ZCUVVGQlIyYzBTSEozUmpWWFdrRkJFaEpPU0RrM01IeE9TREV5Tm54VlFUSXpNRE1hQ3dqUi9BVVFBaG9EVlZORU9CeHcwZndGIixbWyJTSEEiLCIyMDI2LTAzLTAyIiwiSE5EIixudWxsLCJOSCIsIjk3MCJdLFsiSE5EIiwiMjAyNi0wMy0wMiIsIkxBWCIsbnVsbCwiTkgiLCIxMjYiXSxbIkxBWCIsIjIwMjYtMDMtMDIiLCJFV1IiLG51bGwsIlVBIiwiMjMwMyJdXV0=
0,2,"ANA, ANA, United","NH 968, NH 112, UA 2191","PVG, HND, ORD","2026-03-02 02:30, 2026-03-02 10:25, 2026-03-02 09:00","HND, ORD, EWR","2026-03-02 06:10, 2026-03-02 07:20, 2026-03-02 12:15","160, 715, 135",2,Haneda Airport; Chicago O'Hare International Airport,"HND, 255; ORD, 100",1365,1419,"150, 625, 540","370, 440, 735",853000,871000,-2,WyJDalJJYVZoVlh6RnRkR2RxVWxWQlFuWlJkMmRDUnkwdExTMHRMUzB0TFhCcVluRmpOa0ZCUVVGQlIyYzBTSEozUmpWWFdrRkJFaEpPU0RrMk9IeE9TREV4TW54VlFUSXhPVEVhQ3dpeTFBZ1FBaG9EVlZORU9CeHdzdFFJIixbWyJQVkciLCIyMDI2LTAzLTAyIiwiSE5EIixudWxsLCJOSCIsIjk2OCJdLFsiSE5EIiwiMjAyNi0wMy0wMiIsIk9SRCIsbnVsbCwiTkgiLCIxMTIiXSxbIk9SRCIsIjIwMjYtMDMtMDIiLCJFV1IiLG51bGwsIlVBIiwiMjE5MSJdXV0=
0,2,"ANA, ANA, United","NH 968, NH 112, UA 1126","PVG, HND, ORD","2026-03-02 02:30, 2026-03-02 10:25, 2026-03-02 10:45","HND, ORD, EWR","2026-03-02 06:10, 2026-03-02 07:20, 2026-03-02 14:09","160, 715, 144",2,Haneda Airport; Chicago O'Hare International Airport,"HND, 255; ORD, 205",1479,1419,"150, 625, 645","370, 440, 849",853000,871000,-2,WyJDalJJYVZoVlh6RnRkR2RxVWxWQlFuWlJkMmRDUnkwdExTMHRMUzB0TFhCcVluRmpOa0ZCUVVGQlIyYzBTSEozUmpWWFdrRkJFaEpPU0RrMk9IeE9TREV4TW54VlFURXhNallhQ3dpeTFBZ1FBaG9EVlZORU9CeHdzdFFJIixbWyJQVkciLCIyMDI2LTAzLTAyIiwiSE5EIixudWxsLCJOSCIsIjk2OCJdLFsiSE5EIiwiMjAyNi0wMy0wMiIsIk9SRCIsbnVsbCwiTkgiLCIxMTIiXSxbIk9SRCIsIjIwMjYtMDMtMDIiLCJFV1IiLG51bGwsIlVBIiwiMTEyNiJdXV0=
0,2,"ANA, ANA, United","NH 968, NH 112, UA 1205","PVG, HND, ORD","2026-03-02 02:30, 2026-03-02 10:25, 2026-03-02 11:45","HND, ORD, EWR","2026-03-02 06:10, 2026-03-02 07:20, 2026-03-02 15:00","160, 715, 135",2,Haneda Airport; Chicago O'Hare International Airport,"HND, 255; ORD, 265",1530,1419,"150, 625, 705","370, 440, 900",853000,871000,-2,WyJDalJJYVZoVlh6RnRkR2RxVWxWQlFuWlJkMmRDUnkwdExTMHRMUzB0TFhCcVluRmpOa0ZCUVVGQlIyYzBTSEozUmpWWFdrRkJFaEpPU0RrMk9IeE9TREV4TW54VlFURXlNRFVhQ3dpeTFBZ1FBaG9EVlZORU9CeHdzdFFJIixbWyJQVkciLCIyMDI2LTAzLTAyIiwiSE5EIixudWxsLCJOSCIsIjk2OCJdLFsiSE5EIiwiMjAyNi0wMy0wMiIsIk9SRCIsbnVsbCwiTkgiLCIxMTIiXSxbIk9SRCIsIjIwMjYtMDMtMDIiLCJFV1IiLG51bGwsIlVBIiwiMTIwNSJdXV0=
0,2,"ANA, ANA, United","NH 968, NH 102, UA 4187","PVG, HND, IAD","2026-03-02 02:30, 2026-03-02 10:40, 2026-03-02 12:35","HND, IAD, EWR","2026-03-02 06:10, 2026-03-02 09:10, 2026-03-02 14:24","160, 750, 109",2,Haneda Airport; Dulles International Airport,"HND, 270; IAD, 205",1494,1993,"150, 640, 755","370, 550, 864",999000,871000,15,WyJDalJJYVZoVlh6RnRkR2RxVWxWQlFuWlJkMmRDUnkwdExTMHRMUzB0TFhCcVluRmpOa0ZCUVVGQlIyYzBTSEozUmpWWFdrRkJFaEpPU0RrMk9IeE9TREV3TW54VlFUUXhPRGNhQ3dpaGxBd1FBaG9EVlZORU9CeHdvWlFNIixbWyJQVkciLCIyMDI2LTAzLTAyIiwiSE5EIixudWxsLCJOSCIsIjk2OCJdLFsiSE5EIiwiMjAyNi0wMy0wMiIsIklBRCIsbnVsbCwiTkgiLCIxMDIiXSxbIklBRCIsIjIwMjYtMDMtMDIiLCJFV1IiLG51bGwsIlVBIiwiNDE4NyJdXV0=
0,2,"ANA, Hawaiian, Hawaiian, Alaska","NH 970, HA 832, HA 822, AS 298","SHA, HND, HNL, SEA","2026-03-02 13:40, 2026-03-02 21:20, 2026-03-02 12:40, 2026-03-03 06:15","HND, HNL, SEA, EWR","2026-03-02 17:25, 2026-03-02 09:10, 2026-03-02 20:15, 2026-03-03 14:40","165, 410, 335, 325",3,Haneda Airport; Daniel K. Inouye International Airport; Seattle–Tacoma International Airport,"HND, 235; HNL, 210; SEA, 600",2280,1248,"820, 1280, 760, 375","1045, 550, 1215, 880",1078000,871000,24,WyJDalJJYVZoVlh6RnRkR2RxVWxWQlFuWlJkMmRDUnkwdExTMHRMUzB0TFhCcVluRmpOa0ZCUVVGQlIyYzBTSEozUmpWWFdrRkJFaGRPU0RrM01IeElRVGd6TW54SVFUZ3lNbnhCVXpJNU9Cb0xDT1hPQnhBQ0dnTlZVMFE0SEhEbHpnYz0iLFtbIlNIQSIsIjIwMjYtMDMtMDIiLCJITkQiLG51bGwsIk5IIiwiOTcwIl0sWyJITkQiLCIyMDI2LTAzLTAyIiwiSE5MIixudWxsLCJIQSIsIjgzMiJdLFsiSE5MIiwiMjAyNi0wMy0wMiIsIlNFQSIsbnVsbCwiSEEiLCI4MjIiXSxbIlNFQSIsIjIwMjYtMDMtMDMiLCJFV1IiLG51bGwsIkFTIiwiMjk4Il1dXQ==
0,2,"ANA, United","NH 968, UA 130","PVG, HND","2026-03-02 02:30, 2026-03-02 18:25","HND, EWR","2026-03-02 06:10, 2026-03-02 17:20","160, 775",1,Haneda Airport,"HND, 735",1670,892,"150, 1105","370, 1040",984000,871000,13,WyJDalJJYVZoVlh6RnRkR2RxVWxWQlFuWlJkMmRDUnkwdExTMHRMUzB0TFhCcVluRmpOa0ZCUVVGQlIyYzBTSEozUmpWWFdrRkJFZ3RPU0RrMk9IeFZRVEV6TUJvTENNUzRCUkFDR2dOVlUwUTRISERFdUFVPSIsW1siUFZHIiwiMjAyNi0wMy0wMiIsIkhORCIsbnVsbCwiTkgiLCI5NjgiXSxbIkhORCIsIjIwMjYtMDMtMDIiLCJFV1IiLG51bGwsIlVBIiwiMTMwIl1dXQ==
0,2,"ANA, United","NH 972, UA 130","PVG, HND","2026-03-02 08:30, 2026-03-02 18:25","HND, EWR","2026-03-02 12:15, 2026-03-02 17:20","165, 775",1,Haneda Airport,"HND, 370",1310,892,"510, 1105","735, 1040",1022000,871000,17,WyJDalJJYVZoVlh6RnRkR2RxVWxWQlFuWlJkMmRDUnkwdExTMHRMUzB0TFhCcVluRmpOa0ZCUVVGQlIyYzBTSEozUmpWWFdrRkJFZ3RPU0RrM01ueFZRVEV6TUJvTENNUzRCUkFDR2dOVlUwUTRISERFdUFVPSIsW1siUFZHIiwiMjAyNi0wMy0wMiIsIkhORCIsbnVsbCwiTkgiLCI5NzIiXSxbIkhORCIsIjIwMjYtMDMtMDIiLCJFV1IiLG51bGwsIlVBIiwiMTMwIl1dXQ==
0,2,"ANA, United","NH 968, UA 78","PVG, NRT","2026-03-02 02:30, 2026-03-02 17:25","HND, EWR","2026-03-02 06:10, 2026-03-02 16:00","160, 755",1,Narita International Airport,"HND, 675",1590,904,"150, 1045","370, 960",715000,871000,-18,WyJDalJJYVZoVlh6RnRkR2RxVWxWQlFuWlJkMmRDUnkwdExTMHRMUzB0TFhCcVluRmpOa0ZCUVVGQlIyYzBTSEozUmpWWFdrRkJFZ3BPU0RrMk9IeFZRVGM0R2dzSTM4RUZFQUlhQTFWVFJEZ2NjTi9CQlE9PSIsW1siUFZHIiwiMjAyNi0wMy0wMiIsIkhORCIsbnVsbCwiTkgiLCI5NjgiXSxbIk5SVCIsIjIwMjYtMDMtMDIiLCJFV1IiLG51bGwsIlVBIiwiNzgiXV1d
0,2,"ANA, United","NH 972, UA 78","PVG, NRT","2026-03-02 08:30, 2026-03-02 17:25","HND, EWR","2026-03-02 12:15, 2026-03-02 16:00","165, 755",1,Narita International Airport,"HND, 310",1230,904,"510, 1045","735, 960",753000,871000,-14,WyJDalJJYVZoVlh6RnRkR2RxVWxWQlFuWlJkMmRDUnkwdExTMHRMUzB0TFhCcVluRmpOa0ZCUVVGQlIyYzBTSEozUmpWWFdrRkJFZ3BPU0RrM01ueFZRVGM0R2dzSTM4RUZFQUlhQTFWVFJEZ2NjTi9CQlE9PSIsW1siUFZHIiwiMjAyNi0wMy0wMiIsIkhORCIsbnVsbCwiTkgiLCI5NzIiXSxbIk5SVCIsIjIwMjYtMDMtMDIiLCJFV1IiLG51bGwsIlVBIiwiNzgiXV1d
0,2,"ANA, United","NH 970, UA 78","SHA, NRT","2026-03-02 13:40, 2026-03-03 17:25","HND, EWR","2026-03-02 17:25, 2026-03-03 16:00","165, 755",1,Narita International Airport,"HND, 1440",2360,904,"820, 1045","1045, 960",722000,871000,-17,WyJDalJJYVZoVlh6RnRkR2RxVWxWQlFuWlJkMmRDUnkwdExTMHRMUzB0TFhCcVluRmpOa0ZCUVVGQlIyYzBTSEozUmpWWFdrRkJFZ3BPU0RrM01IeFZRVGM0R2dzSTM4RUZFQUlhQTFWVFJEZ2NjTi9CQlE9PSIsW1siU0hBIiwiMjAyNi0wMy0wMiIsIkhORCIsbnVsbCwiTkgiLCI5NzAiXSxbIk5SVCIsIjIwMjYtMDMtMDMiLCJFV1IiLG51bGwsIlVBIiwiNzgiXV1d
0,2,"ANA, United","NH 970, UA 130","SHA, HND","2026-03-02 13:40, 2026-03-03 18:25","HND, EWR","2026-03-02 17:25, 2026-03-03 17:20","165, 775",1,Haneda Airport,"HND, 1500",2440,989,"820, 1105","1045, 1040",991000,871000,14,WyJDalJJYVZoVlh6RnRkR2RxVWxWQlFuWlJkMmRDUnkwdExTMHRMUzB0TFhCcVluRmpOa0ZCUVVGQlIyYzBTSEozUmpWWFdrRkJFZ3RPU0RrM01IeFZRVEV6TUJvTENNYUVCaEFDR2dOVlUwUTRISERHaEFZPSIsW1siU0hBIiwiMjAyNi0wMy0wMiIsIkhORCIsbnVsbCwiTkgiLCI5NzAiXSxbIkhORCIsIjIwMjYtMDMtMDMiLCJFV1IiLG51bGwsIlVBIiwiMTMwIl1dXQ==
